Image,Description
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/798/PDB12-H4301-105BF.jpg,POT 1M OHM 0.08W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2556/PTV111-1415A-B203.JPG,POT 20K OHM 1/20W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/402/P140KH-F20BR5K.JPG,POT 5K OHM 1/20W PLASTIC LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-DA1.jpg,POT 10K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 50K OHM 1/8W CARBON LOG
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-DA1.jpg,POT 50K OHM 1/8W CARBON LOG
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 1K OHM 1/8W CARBON LOG
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-D101.jpg,POT 1K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5783/PTN16-D50215K1B1.jpg,POT 50K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-D101.jpg,POT 10K OHM 1/8W CARBON LOG
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5783/PTN16-D10120K1A1.jpg,POT 10K OHM 1/8W CARBON LOG
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 20K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5783/PTN16-D100120K1B1.jpg,POT 100K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-D101.jpg,POT 10K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 100K OHM 1/8W CARBON LOG
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 500K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 1K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 10K OHM 1/8W CARBON LOG
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 5K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5783/PTN16-D05120K1B1.jpg,POT 5K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 10K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 50K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 100K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 1K OHM 1/8W CARBON R-D LOG
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 10K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5526/MFG_PTN-16-A1.jpg,POT 100K OHM 1/8W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5523/MFG_PDB181-A425K-203B.jpg,POT 20K OHM 1/5W CARBON LINEAR
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5524/MFG_PDB181-K415K-102A2.jpg,POT 1K OHM 1/10W CARBON LOG
