Image,Description
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/696/MFG_00D.SA.B.jpg,"ECONOMY TWEEZERS 4.72"",00"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/56/MFG_92-64-43.jpg,PRECISION TWEEZERS
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1785/MFG_18049ARS.jpg,"TWEEZER FLAT ROUNDED 2A 4.50"""
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1832/MFG_18072ARS.jpg,"TWEEZER PNT STRNG SUPRFINE 4.25"""
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1207/MFG_18062ARS.jpg,"TWEEZER POINT FINE ROUNDED 4.25"""
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1155/MFG_18040ARS.jpg,"TWEEZER POINT FINE STRNG 5.25"""
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1124/MFG_18013ARS.jpg,"TWEEZER POINTED FINE STRNG AA 5"""
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/855/MFG_18032ARS.jpg,"TWEEZER POINT FINE STRNG 4.75"""
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/MFG_243_18851.jpg,BLUTEK TWEEZERS 5B-SS
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/3814/MFG_18872.jpg,BLUTEK TWEEZERS 7-SS
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/208/7-SAH.JPG,STAINLESS STEEL TWEEZERS / FOAM
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1111/MFG_3C-SA-SE-ET.jpg,TWEEZERS - STRAIGHT VERY FINE PO
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1272/MFG_5SASL.jpg,"TWEEZER POINTED VERY FINE 4.50"""
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4241/MFG_30-S-SE.jpg,TWEEZERS - REVERSE ACTION - CURV
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1211/MFG_7SASL.jpg,"TWEEZER POINTED VERY FINE 4.50"""
